"codnivel1","codnivel2","codnivel3","codnivel4","codnivel5","codassunto","descassunto"
864,1695,13016,13276,13557,13557,"MULTA POR ATRASO DE REPASSE DE CONTRIBUIÇÃO"
864,1695,13016,13276,13620,13620,"CONTRIBUIÇÃO ASSISTENCIAL"
864,1695,13016,13276,13621,13621,"CONTRIBUIÇÃO SINDICAL"
864,1695,13016,13276,13622,13622,"CONTRIBUIÇÃO SINDICAL RURAL"
864,1695,13016,13276,14116,14116,"CONTRIBUIÇÃO CONFEDERATIVA"
864,1695,13016,13276,NULL,13276,"RECEITAS SINDICAIS"
864,1695,13016,13280,NULL,13280,"REGISTRO DE ENTIDADE SINDICAL"
864,1695,13016,13619,NULL,13619,"ELEIÇÃO DE DIRIGENTE SINDICAL"
864,1695,13016,13623,13624,13624,"UNICIDADE SINDICAL"
864,1695,13016,13623,13625,13625,"DEPÓSITO PRÉVIO - RECURSO ADMINISTRATIVO"
864,1695,13016,13623,NULL,13623,"REPRESENTAÇÃO SINDICAL"
864,1695,13016,NULL,NULL,13016,"ORGANIZAÇÃO SINDICAL"
864,1695,13021,13299,13346,13346,"APLICABILIDADE"
864,1695,13021,13299,13428,13428,"EXTENSÃO / PRORROGAÇÃO"
864,1695,13021,13299,13528,13528,"REVISÃO"
864,1695,13021,13299,NULL,13299,"SENTENÇA NORMATIVA"
864,1695,13021,NULL,NULL,13021,"PODER NORMATIVO"
864,1695,NULL,NULL,NULL,1695,"DIREITO COLETIVO DO TRABALHO"
864,1697,1690,NULL,NULL,1690,"CONTRIBUIÇÃO ASSISTENCIAL"
864,1697,1691,NULL,NULL,1691,"CONTRIBUIÇÃO CONFEDERATIVA"
864,1697,1703,NULL,NULL,1703,"ELEIÇÃO"
864,1697,1705,NULL,NULL,1705,"REGISTRO DE ENTIDADE SINDICAL"
864,1697,1773,NULL,NULL,1773,"CONTRIBUIÇÃO SINDICAL"
864,1697,4452,13394,NULL,13394,"DEPÓSITO PRÉVIO  RECURSO ADMINISTRATIVO"
864,1697,4452,13616,NULL,13616,"UNICIDADE SINDICAL"
864,1697,4452,NULL,NULL,4452,"REPRESENTAÇÃO SINDICAL"
864,1697,10564,NULL,NULL,10564,"CONTRIBUIÇÃO SINDICAL RURAL"
864,1697,NULL,NULL,NULL,1697,"DIREITO SINDICAL E QUESTÕES ANÁLOGAS"
864,1937,2704,13416,NULL,13416,"EMPREITADA / DONO DA OBRA"
864,1937,2704,13418,NULL,13418,"ENTE PÚBLICO"
864,1937,2704,13465,NULL,13465,"ISONOMIA SALARIAL"
864,1937,2704,13473,NULL,13473,"LICITUDE / ILICITUDE"
864,1937,2704,NULL,NULL,2704,"TERCEIRIZAÇÃO / TOMADOR DE SERVIÇOS"
864,1937,5356,NULL,NULL,5356,"GRUPO ECONÔMICO"
864,1937,8805,13361,NULL,13361,"BANCOS"
864,1937,8805,NULL,NULL,8805,"SUCESSÃO DE EMPREGADORES"
864,1937,8806,NULL,NULL,8806,"SUBEMPREITADA"
864,1937,8807,NULL,NULL,8807,"SÓCIO / ACIONISTA"
864,1937,13108,NULL,NULL,13108,"CONCESSÃO DE SERVIÇO PÚBLICO"
864,1937,13302,NULL,NULL,13302,"SÓCIO RETIRANTE"
864,1937,NULL,NULL,NULL,1937,"RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA"
864,2135,4437,NULL,NULL,4437,"REVISÃO"
864,2135,7649,NULL,NULL,7649,"APLICABILIDADE"
864,2135,NULL,NULL,NULL,2135,"SENTENÇA NORMATIVA"
864,2567,1855,1723,NULL,1723,"ASSÉDIO MORAL"
864,2567,1855,1724,NULL,1724,"ASSÉDIO SEXUAL"
864,2567,1855,2569,NULL,2569,"ACIDENTE DE TRABALHO"
864,2567,1855,9051,NULL,9051,"DESCONFIGURAÇÃO DE JUSTA CAUSA"
864,2567,1855,13344,NULL,13344,"ANOTAÇÃO / RETENÇÃO DA CTPS"
864,2567,1855,13355,NULL,13355,"ATOS DISCRIMINATÓRIOS"
864,2567,1855,13380,NULL,13380,"CONDIÇÕES DEGRADANTES"
864,2567,1855,13387,NULL,13387,"CONTROLE DE CORRESPONDÊNCIA ELETRÔNICA"
864,2567,1855,13411,NULL,13411,"DOENÇA OCUPACIONAL"
864,2567,1855,13436,NULL,13436,"FIXAÇÃO DO QUANTUM"
864,2567,1855,13474,NULL,13474,"LIMITAÇÃO DE USO DO BANHEIRO"
864,2567,1855,13475,NULL,13475,"LISTA SUJA"
864,2567,1855,13517,NULL,13517,"QUEBRA DE SIGILO BANCÁRIO"
864,2567,1855,13529,NULL,13529,"REVISTAS ÍNTIMAS / PERTENCES"
864,2567,1855,13560,NULL,13560,"VALOR ARBITRADO"
864,2567,1855,NULL,NULL,1855,"INDENIZAÇAO POR DANO MORAL"
864,2567,8808,8809,NULL,8809,"ACIDENTE DE TRABALHO"
864,2567,8808,13381,NULL,13381,"CONSTITUIÇÃO DE CAPITAL"
864,2567,8808,13410,NULL,13410,"DOENÇA OCUPACIONAL"
864,2567,8808,13498,NULL,13498,"PENSÃO VITALÍCIA"
864,2567,8808,NULL,NULL,8808,"INDENIZAÇÃO POR DANO MATERIAL"
864,2567,13193,NULL,NULL,13193,"INDENIZAÇÃO POR DANO ESTÉTICO"
864,2567,13194,NULL,NULL,13194,"INDENIZAÇÃO POR DANO MATERIAL"
864,2567,13195,NULL,NULL,13195,"INDENIZAÇÃO POR DANO MORAL"
864,2567,13196,NULL,NULL,13196,"INDENIZAÇÃO POR DANO MORAL COLETIVO"
864,2567,NULL,NULL,NULL,2567,"RESPONSABILIDADE CIVIL DO EMPREGADOR"
864,2581,1767,NULL,NULL,1767,"CESTA BÁSICA"
864,2581,1783,NULL,NULL,1783,"COMISSÕES E PERCENTUAIS"
864,2581,1789,NULL,NULL,1789,"COMPLEMENTO TEMPORÁRIO VARIÁVEL DE AJUSTE AO PISO DE MERCADO"
864,2581,1888,NULL,NULL,1888,"DESCONTOS SALARIAIS - DEVOLUÇÃO"
864,2581,1920,13459,NULL,13459,"INTEGRAÇÃO AO SALÁRIO"
864,2581,1920,NULL,NULL,1920,"DIÁRIAS"
864,2581,2055,8817,NULL,8817,"GRATIFICAÇÃO POR TEMPO DE SERVIÇO"
864,2581,2055,8818,NULL,8818,"GRATIFICAÇÃO DE FUNÇÃO"
864,2581,2055,13443,NULL,13443,"GRATIFICAÇÃO AJUSTADA"
864,2581,2055,13444,NULL,13444,"GRATIFICAÇÃO ANUAL"
864,2581,2055,13445,NULL,13445,"GRATIFICAÇÃO DE APOSENTADORIA"
864,2581,2055,13446,NULL,13446,"GRATIFICAÇÃO DE CAIXA"
864,2581,2055,13448,NULL,13448,"GRATIFICAÇÃO DE FARMÁCIA"
864,2581,2055,13449,NULL,13449,"GRATIFICAÇÃO DE FÉRIAS"
864,2581,2055,13450,NULL,13450,"GRATIFICAÇÃO SEMESTRAL"
864,2581,2055,13457,NULL,13457,"INCORPORAÇÃO"
864,2581,2055,13490,NULL,13490,"OUTRAS GRATIFICAÇÕES"
864,2581,2055,NULL,NULL,2055,"GRATIFICAÇÃO"
864,2581,2117,NULL,NULL,2117,"SUPRESSÃO DE HORAS EXTRAS HABITUAIS - INDENIZAÇÃO"
864,2581,2215,NULL,NULL,2215,"MULTA PREVISTA EM NORMA COLETIVA"
864,2581,2273,NULL,NULL,2273,"PIS - INDENIZAÇÃO"
864,2581,2331,13513,NULL,13513,"PRODUÇÃO"
864,2581,2331,NULL,NULL,2331,"PRÊMIO"
864,2581,2349,NULL,NULL,2349,"CONTRIBUIÇÃO DE PREVIDÊNCIA PRIVADA - RESGATE"
864,2581,2364,NULL,NULL,2364,"PLANO DE SAÚDE"
864,2581,2450,13484,NULL,13484,"NATUREZA JURÍDICA DA PARCELA - REPERCUSSÃO"
864,2581,2450,NULL,NULL,2450,"GORJETA"
864,2581,2458,1721,NULL,1721,"SALÁRIO IN NATURA"
864,2581,2458,2275,NULL,2275,"PISO SALARIAL DA CATEGORIA / SALÁRIO MÍNIMO PROFISSIONAL"
864,2581,2458,2449,NULL,2449,"REAJUSTE SALARIAL"
864,2581,2458,2452,NULL,2452,"SALÁRIO VENCIDO / RETIDO"
864,2581,2458,2461,NULL,2461,"SALÁRIO FAMÍLIA"
864,2581,2458,2463,NULL,2463,"SALÁRIO PATERNIDADE"
864,2581,2458,2466,NULL,2466,"SALÁRIO POR FORA - INTEGRAÇÃO"
864,2581,2458,2468,NULL,2468,"SALÁRIO POR SAFRA"
864,2581,2458,2697,13591,13591,"QUADRO DE CARREIRA"
864,2581,2458,2697,13592,13592,"MULTA PELA ILICITUDE DA DISCRIMINAÇÃO SALARIAL"
864,2581,2458,2697,NULL,2697,"SALÁRIO POR EQUIPARAÇÃO / ISONOMIA"
864,2581,2458,5269,NULL,5269,"MÍNIMO"
864,2581,2458,8810,NULL,8810,"SALÁRIO POR ACÚMULO DE CARGO / FUNÇÃO"
864,2581,2458,8812,NULL,8812,"SALÁRIO MATERNIDADE"
864,2581,2458,8816,NULL,8816,"SALÁRIO SUBSTITUIÇÃO"
864,2581,2458,13356,NULL,13356,"AUMENTO COMPENSATÓRIO ESPECIAL"
864,2581,2458,13404,NULL,13404,"DIFERENÇA DE CAIXA"
864,2581,2458,13405,NULL,13405,"DIFERENÇAS POR DESVIO DE FUNÇÃO"
864,2581,2458,13439,NULL,13439,"FUNÇÃO DE CONFIANÇA - INCORPORAÇÃO"
864,2581,2458,13460,NULL,13460,"INTEGRAÇÃO EM VERBAS RESCISÓRIAS"
864,2581,2458,13472,NULL,13472,"LICENÇA PRÊMIO"
864,2581,2458,13499,NULL,13499,"PERÍODO DO AFASTAMENTO - REINTEGRAÇÃO"
864,2581,2458,13502,NULL,13502,"PLANO DE CARGOS E SALÁRIOS"
864,2581,2458,13514,NULL,13514,"PROMOÇÃO"
864,2581,2458,13532,NULL,13532,"SALÁRIO BASE - OBEDIÊNCIA AO SALÁRIO MÍNIMO"
864,2581,2458,13533,NULL,13533,"SALÁRIO COMPLESSIVO"
864,2581,2458,13534,NULL,13534,"SALÁRIO SUPLEMENTAR"
864,2581,2458,13548,NULL,13548,"TETO SALARIAL - LIMITAÇÃO"
864,2581,2458,NULL,NULL,2458,"SALÁRIO / DIFERENÇA SALARIAL"
864,2581,2477,NULL,NULL,2477,"SEGURO DE VIDA"
864,2581,2493,NULL,NULL,2493,"TAREFA"
864,2581,2506,NULL,NULL,2506,"AUXÍLIO / TÍQUETE ALIMENTAÇÃO"
864,2581,2540,NULL,NULL,2540,"VALE TRANSPORTE"
864,2581,2583,13349,NULL,13349,"ASSIDUIDADE"
864,2581,2583,13392,NULL,13392,"DEDICAÇÃO INTEGRAL"
864,2581,2583,13413,NULL,13413,"EMERGÊNCIA"
864,2581,2583,13429,NULL,13429,"FALTAS"
864,2581,2583,13493,NULL,13493,"OUTROS ABONOS"
864,2581,2583,13500,NULL,13500,"PERMANÊNCIA"
864,2581,2583,NULL,NULL,2583,"ABONO"
864,2581,2594,1666,13577,13577,"BASE DE CÁLCULO"
864,2581,2594,1666,13578,13578,"EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL - EPI"
864,2581,2594,1666,13579,13579,"LIXO URBANO"
864,2581,2594,1666,13580,13580,"ÓLEOS MINERAIS"
864,2581,2594,1666,13581,13581,"OUTROS AGENTES INSALUBRES"
864,2581,2594,1666,13582,13582,"RAIOS SOLARES"
864,2581,2594,1666,NULL,1666,"INSALUBRIDADE"
864,2581,2594,1681,13583,13583,"ARMAZENAMENTO DE LÍQUIDO INFLAMÁVEL"
864,2581,2594,1681,13584,13584,"BASE DE CÁLCULO"
864,2581,2594,1681,13585,13585,"CUMULAÇÃO COM ADICIONAL DE INSALUBRIDADE"
864,2581,2594,1681,13586,13586,"ELETRICITÁRIO"
864,2581,2594,1681,13587,13587,"HORA EXTRA - INTEGRAÇÃO"
864,2581,2594,1681,13588,13588,"PERCENTUAL INFERIOR AO LEGAL - NORMA COLETIVA"
864,2581,2594,1681,13589,13589,"RADIAÇÃO IONIZANTE OU SUBSTÂNCIA RADIOATIVA"
864,2581,2594,1681,13590,13590,"TEMPO DE EXPOSIÇÃO"
864,2581,2594,1681,NULL,1681,"PERICULOSIDADE"
864,2581,2594,2604,NULL,2604,"ADICIONAL DE TRANSFERÊNCIA"
864,2581,2594,13332,NULL,13332,"ADICIONAL DE ANTIGUIDADE"
864,2581,2594,13333,NULL,13333,"ADICIONAL DE CARÁTER PESSOAL"
864,2581,2594,13334,NULL,13334,"ADICIONAL DE CONFINAMENTO"
864,2581,2594,13335,NULL,13335,"ADICIONAL DE DEDICAÇÃO INTEGRAL"
864,2581,2594,13338,NULL,13338,"ADICIONAL DE PENOSIDADE"
864,2581,2594,13339,NULL,13339,"ADICIONAL DE PRODUTIVIDADE"
864,2581,2594,13341,NULL,13341,"ADICIONAL DE RISCO"
864,2581,2594,13494,NULL,13494,"OUTROS ADICIONAIS"
864,2581,2594,NULL,NULL,2594,"ADICIONAL"
864,2581,2606,NULL,NULL,2606,"AJUDA DE CUSTO"
864,2581,2666,NULL,NULL,2666,"DÉCIMO TERCEIRO SALÁRIO"
864,2581,4442,13400,NULL,13400,"DESPESA COM CHAPA"
864,2581,4442,13401,NULL,13401,"DESPESA COM DESLOCAMENTO"
864,2581,4442,13433,NULL,13433,"FERRAMENTAS PRÓPRIAS"
864,2581,4442,13558,NULL,13558,"UNIFORME"
864,2581,4442,NULL,NULL,4442,"RESTITUIÇÃO / INDENIZAÇÃO DE DESPESA"
864,2581,8813,NULL,NULL,8813,"LICENÇAS E FOLGAS - CONVERSÃO EM PECÚNIA"
864,2581,13056,NULL,NULL,13056,"AJUDA COMBUSTÍVEL"
864,2581,13057,NULL,NULL,13057,"AJUDA DE CUSTO"
864,2581,13058,NULL,NULL,13058,"AJUDA QUILOMETRAGEM"
864,2581,13078,NULL,NULL,13078,"AUXÍLIO CRECHE"
864,2581,13090,NULL,NULL,13090,"CESTA BÁSICA"
864,2581,13103,NULL,NULL,13103,"COMPLEMENTAÇÃO DE BENEFÍCIO PREVIDENCIÁRIO"
864,2581,13104,NULL,NULL,13104,"COMPLEMENTO TEMPORÁRIO VARIÁVEL DE AJUSTE AO PISO DE MERCADO"
864,2581,13119,NULL,NULL,13119,"CONTRIBUIÇÃO DE PREVIDÊNCIA PRIVADA  RESGATE"
864,2581,13130,NULL,NULL,13130,"DÉCIMO TERCEIRO SALÁRIO"
864,2581,13137,13395,NULL,13395,"DESCONTO ASSISTENCIAL"
864,2581,13137,13396,NULL,13396,"DESCONTO POR DANO  NORMA COLETIVA"
864,2581,13137,13397,NULL,13397,"DESCONTO SINDICAL"
864,2581,13137,13438,NULL,13438,"FRENTISTA - DEVOLUÇÃO DE CHEQUE"
864,2581,13137,13495,NULL,13495,"OUTROS DESCONTOS SALARIAIS"
864,2581,13137,13511,NULL,13511,"PREVI E CASSI/BB"
864,2581,13137,13535,NULL,13535,"SEGURO DE VIDA"
864,2581,13137,NULL,NULL,13137,"DESCONTOS SALARIAIS  DEVOLUÇÃO"
864,2581,13182,NULL,NULL,13182,"GUELTAS"
864,2581,13246,NULL,NULL,13246,"PARTICIPAÇÃO NOS LUCROS OU RESULTADOS - PLR"
864,2581,13274,NULL,NULL,13274,"QUEBRA DE CAIXA"
864,2581,13293,NULL,NULL,13293,"RETRIBUIÇÃO POR INVENÇÃO E PATENTE"
864,2581,13301,NULL,NULL,13301,"SEXTA PARTE"
864,2581,NULL,NULL,NULL,2581,"VERBAS REMUNERATÓRIAS, INDENIZATÓRIAS E BENEFÍCIOS"
864,2620,1849,NULL,NULL,1849,"CULPA RECÍPROCA"
864,2620,1904,13487,NULL,13487,"NULIDADE"
864,2620,1904,13488,NULL,13488,"OBSTATIVA"
864,2620,1904,NULL,NULL,1904,"DESPEDIDA / DISPENSA IMOTIVADA"
864,2620,1907,NULL,NULL,1907,"JUSTA CAUSA / FALTA GRAVE"
864,2620,2243,NULL,NULL,2243,"PLANO DE DEMISSÃO VOLUNTÁRIA"
864,2620,2435,NULL,NULL,2435,"RESCISÃO INDIRETA"
864,2620,2478,2479,NULL,2479,"INDENIZAÇÃO"
864,2620,2478,2480,NULL,2480,"LIBERAÇÃO DAS GUIAS"
864,2620,2478,NULL,NULL,2478,"SEGURO DESEMPREGO"
864,2620,2546,1998,13597,13597,"EXPURGOS INFLACIONÁRIOS"
864,2620,2546,1998,NULL,1998,"MULTA DE 40% DO FGTS"
864,2620,2546,2210,NULL,2210,"MULTA DO ARTIGO 467 DA CLT"
864,2620,2546,2212,NULL,2212,"MULTA DO ARTIGO 477 DA CLT"
864,2620,2546,2641,13593,13593,"CONTRATO DE EXPERIÊNCIA"
864,2620,2546,2641,13594,13594,"CULPA RECÍPROCA"
864,2620,2546,2641,13595,13595,"INDENIZADO - EFEITOS"
864,2620,2546,2641,13596,13596,"PROPORCIONAL"
864,2620,2546,2641,NULL,2641,"AVISO PRÉVIO"
864,2620,2546,8820,NULL,8820,"DÉCIMO TERCEIRO SALÁRIO PROPORCIONAL"
864,2620,2546,8821,NULL,8821,"FÉRIAS PROPORCIONAIS"
864,2620,2546,8822,NULL,8822,"INDENIZAÇÃO ADICIONAL"
864,2620,2546,8823,NULL,8823,"SALDO DE SALÁRIO"
864,2620,2546,NULL,NULL,2546,"VERBAS RESCISÓRIAS"
864,2620,2656,1929,NULL,1929,"DIRIGENTE SINDICAL"
864,2620,2656,1965,NULL,1965,"EMPREGADO PÚBLICO"
864,2620,2656,1966,NULL,1966,"PORTADOR DE HIV"
864,2620,2656,1976,NULL,1976,"CONTRATO SUSPENSO"
864,2620,2656,1977,NULL,1977,"ESTABILIDADE DECORRENTE DE NORMA COLETIVA"
864,2620,2656,1978,NULL,1978,"GESTANTE"
864,2620,2656,1981,NULL,1981,"MEMBRO DA CIPA"
864,2620,2656,2657,NULL,2657,"ANISTIA"
864,2620,2656,2661,NULL,2661,"ESTABILIDADE ACIDENTÁRIA"
864,2620,2656,13422,NULL,13422,"ESTABILIDADE DO DIRIGENTE DE COOPERATIVA"
864,2620,2656,13423,NULL,13423,"ESTABILIDADE DO INTEGRANTE DE CCP"
864,2620,2656,13424,NULL,13424,"ESTABILIDADE DO REPRESENTANTE DA EMPRESA"
864,2620,2656,13491,NULL,13491,"OUTRAS HIPÓTESES DE ESTABILIDADE"
864,2620,2656,NULL,NULL,2656,"REINTEGRAÇÃO / READMISSÃO OU INDENIZAÇÃO SUBSTITUTIVA"
864,2620,8824,NULL,NULL,8824,"INDENIZAÇÃO DO ARTIGO 478 DA CLT"
864,2620,13049,13435,NULL,13435,"FGTS - LEVANTAMENTO PARCIAL E MULTA DE 20%"
864,2620,13049,13536,NULL,13536,"SEGURO DESEMPREGO - IMPOSSIBILIDADE DE ACESSO"
864,2620,13049,13561,NULL,13561,"VERBAS RESCISÓRIAS"
864,2620,13049,NULL,NULL,13049,"ACORDO ENTRE AS PARTES"
864,2620,13064,NULL,NULL,13064,"APOSENTADORIA"
864,2620,13107,NULL,NULL,13107,"COMUNICAÇÃO DA DISPENSA AOS ÓRGÃOS COMPETENTES - AUSÊNCIA"
864,2620,13141,NULL,NULL,13141,"DISPENSAS PLÚRIMAS OU COLETIVAS"
864,2620,13166,NULL,NULL,13166,"EXTINÇÃO DO ESTABELECIMENTO / EMPRESA"
864,2620,13167,NULL,NULL,13167,"EXTINÇÃO NORMAL DO CONTRATO A TERMO"
864,2620,13175,NULL,NULL,13175,"FORÇA MAIOR / FACTUM PRINCIPIS"
864,2620,13178,NULL,NULL,13178,"FRAUDE"
864,2620,13197,NULL,NULL,13197,"INDENIZAÇÃO POR RESCISÃO ANTECIPADA DE CONTRATO A TERMO"
864,2620,13228,NULL,NULL,13228,"MORTE"
864,2620,13247,NULL,NULL,13247,"PEDIDO DE DEMISSÃO"
864,2620,13275,13327,NULL,13327,"ACORDO - COMISSÃO DE CONCILIAÇÃO PRÉVIA"
864,2620,13275,13546,NULL,13546,"TERMO DE QUITAÇÃO ANUAL"
864,2620,13275,13547,NULL,13547,"TERMO DE RESCISÃO CONTRATUAL"
864,2620,13275,NULL,NULL,13275,"QUITAÇÃO"
864,2620,NULL,NULL,NULL,2620,"RESCISÃO DO CONTRATO DE TRABALHO"
864,2622,2624,13324,NULL,13324,"ABONO PREVISTO EM NORMA COLETIVA / EXTENSÃO AOS INATIVOS"
864,2622,2624,13358,NULL,13358,"AUXÍLIO / CESTA ALIMENTAÇÃO"
864,2622,2624,13365,NULL,13365,"CAIXA DE PREVIDÊNCIA"
864,2622,2624,13375,NULL,13375,"CHEQUE RANCHO - INTEGRAÇÃO"
864,2622,2624,13421,NULL,13421,"ESPECIAL"
864,2622,2624,13437,NULL,13437,"FONTE DE CUSTEIO"
864,2622,2624,13447,NULL,13447,"GRATIFICAÇÃO DE CONTINGENTE E/OU PARTICIPAÇÃO NOS RESULTADOS - AVANÇO DE NÍVEL"
864,2622,2624,13497,NULL,13497,"PARCELAS QUE INTEGRAM A APOSENTADORIA"
864,2622,2624,13503,13564,13564,"TRANSAÇÃO"
864,2622,2624,13503,NULL,13503,"PLANO DE INCENTIVO"
864,2622,2624,13508,NULL,13508,"PRÊMIO"
864,2622,2624,13521,NULL,13521,"REENQUADRAMENTO"
864,2622,2624,NULL,NULL,2624,"COMPLEMENTAÇÃO DE APOSENTADORIA / PENSÃO"
864,2622,13160,NULL,NULL,13160,"ESPONTÂNEA"
864,2622,NULL,NULL,NULL,2622,"APOSENTADORIA E PENSÃO"
864,2662,2019,NULL,NULL,2019,"FRUIÇÃO / GOZO"
864,2662,2021,NULL,NULL,2021,"INDENIZAÇÃO / TERÇO CONSTITUCIONAL"
864,2662,2663,NULL,NULL,2663,"ABONO PECUNIÁRIO"
864,2662,13082,NULL,NULL,13082,"BASE DE CÁLCULO"
864,2662,13172,NULL,NULL,13172,"FÉRIAS COLETIVAS"
864,2662,13192,NULL,NULL,13192,"INDENIZAÇÃO / DOBRA / TERÇO CONSTITUCIONAL"
864,2662,NULL,NULL,NULL,2662,"FÉRIAS"
864,7628,2557,NULL,NULL,2557,"APRENDIZAGEM"
864,7628,2558,NULL,NULL,2558,"COOPERADO"
864,7628,2559,NULL,NULL,2559,"ESTÁGIO"
864,7628,7629,NULL,NULL,7629,"EMPREITADA"
864,7628,7630,NULL,NULL,7630,"REPRESENTANTE COMERCIAL AUTÔNOMO"
864,7628,7631,NULL,NULL,7631,"HONORÁRIOS PROFISSIONAIS"
864,7628,7632,NULL,NULL,7632,"TRABALHADOR EVENTUAL"
864,7628,7633,NULL,NULL,7633,"TRABALHADOR AVULSO"
864,7628,13125,NULL,NULL,13125,"CORRETAGEM"
864,7628,13139,NULL,NULL,13139,"DIARISTA"
864,7628,13158,NULL,NULL,13158,"EQUIPE"
864,7628,13222,NULL,NULL,13222,"MÃE SOCIAL"
864,7628,13225,NULL,NULL,13225,"MANDATO"
864,7628,13243,NULL,NULL,13243,"PARCERIA"
864,7628,13315,NULL,NULL,13315,"TRABALHADOR AUTÔNOMO NÃO ESPECIFICADO"
864,7628,13316,NULL,NULL,13316,"TRABALHADOR VOLUNTÁRIO"
864,7628,NULL,NULL,NULL,7628,"OUTRAS RELAÇÕES DE TRABALHO"
864,7639,7640,NULL,NULL,7640,"INTERDITO PROIBITÓRIO"
864,7639,NULL,NULL,NULL,7639,"DIREITO DE GREVE / LOCKOUT"
864,7644,5276,13391,NULL,13391,"DEDICAÇÃO EXCLUSIVA"
864,7644,5276,13414,NULL,13414,"EMPREGADOS"
864,7644,5276,NULL,NULL,5276,"ADVOGADOS"
864,7644,5277,NULL,NULL,5277,"AERONAUTAS"
864,7644,5278,NULL,NULL,5278,"ARTISTAS"
864,7644,5279,NULL,NULL,5279,"ATLETA PROFISSIONAL"
864,7644,5280,13367,NULL,13367,"CARGO DE CONFIANÇA"
864,7644,5280,13409,NULL,13409,"DIVISOR DE HORAS EXTRAS"
864,7644,5280,13417,13565,13565,"CATEGORIA DIFERENCIADA"
864,7644,5280,13417,13566,13566,"FINANCEIRAS / EQUIPARAÇÃO BANCÁRIO"
864,7644,5280,13417,13567,13567,"EMPRESA DE PROCESSAMENTO DE DADOS"
864,7644,5280,13417,13568,13568,"ISONOMIA/DIFERENÇA SALARIAL"
864,7644,5280,13417,NULL,13417,"ENQUADRAMENTO"
864,7644,5280,13440,NULL,13440,"GERENTES / CHEFIA"
864,7644,5280,13442,NULL,13442,"GRATIFICAÇÃO"
864,7644,5280,13464,NULL,13464,"INTERVALO INTRAJORNADA"
864,7644,5280,13530,NULL,13530,"SÁBADO / DIA ÚTIL"
864,7644,5280,NULL,NULL,5280,"BANCÁRIOS"
864,7644,5281,NULL,NULL,5281,"CABINEIROS DE ELEVADOR"
864,7644,5282,NULL,NULL,5282,"DOMÉSTICO"
864,7644,5284,13501,NULL,13501,"PISO SALARIAL"
864,7644,5284,NULL,NULL,5284,"ENGENHEIRO, ARQUITETO E ENGENHEIRO AGRÔNOMO"
864,7644,5286,NULL,NULL,5286,"JORNALISTAS"
864,7644,5287,NULL,NULL,5287,"MARÍTIMOS"
864,7644,5288,13419,NULL,13419,"EQUIPARAÇÃO SALARIAL"
864,7644,5288,NULL,NULL,5288,"DIGITADORES / MECANÓGRAFOS / DATILÓGRAFOS"
864,7644,5289,NULL,NULL,5289,"MÉDICOS"
864,7644,5290,NULL,NULL,5290,"MINEIROS DE SUBSOLOS"
864,7644,5291,NULL,NULL,5291,"MÚSICOS PROFISSIONAIS"
864,7644,5292,NULL,NULL,5292,"OPERADORES DE CARGA E DESCARGA (ESTIVA E CAPATAZIA)"
864,7644,5293,NULL,NULL,5293,"OPERADORES CINEMATOGRÁFICOS"
864,7644,5294,13351,NULL,13351,"ATIVIDADE EXTRACLASSE"
864,7644,5294,13453,NULL,13453,"HORA EXTRA / ADICIONAL"
864,7644,5294,13520,NULL,13520,"REDUÇÃO CARGA HORÁRIA"
864,7644,5294,13527,NULL,13527,"REPOUSO SEMANAL REMUNERADO"
864,7644,5294,NULL,NULL,5294,"PROFESSORES"
864,7644,5295,NULL,NULL,5295,"QUÍMICOS"
864,7644,5296,NULL,NULL,5296,"RADIALISTAS"
864,7644,5297,NULL,NULL,5297,"SERVIÇOS DE TELEFONIA OU TELEGRAFIA"
864,7644,5299,13466,NULL,13466,"JORNADA"
864,7644,5299,NULL,NULL,5299,"PETROLEIROS"
864,7644,5301,NULL,NULL,5301,"VIGIA E VIGILANTES"
864,7644,7645,NULL,NULL,7645,"AEROVIÁRIOS"
864,7644,7646,NULL,NULL,7646,"RURAL"
864,7644,13054,NULL,NULL,13054,"ADMINISTRADORES"
864,7644,13069,NULL,NULL,13069,"ASSISTENTES SOCIAIS"
864,7644,13083,NULL,NULL,13083,"BIBLIOTECÁRIOS"
864,7644,13084,NULL,NULL,13084,"BIÓLOGOS"
864,7644,13113,NULL,NULL,13113,"CONTABILISTAS"
864,7644,13126,NULL,NULL,13126,"CORRETORES DE IMÓVEIS"
864,7644,13127,NULL,NULL,13127,"CORRETORES DE SEGUROS"
864,7644,13147,NULL,NULL,13147,"ECONOMISTAS"
864,7644,13152,13340,NULL,13340,"ADICIONAL DE RISCO"
864,7644,13152,13454,NULL,13454,"HORA NOTURNA / HORA EXTRA"
864,7644,13152,NULL,NULL,13152,"EMPREGADOS PORTUÁRIOS"
864,7644,13154,NULL,NULL,13154,"ENFERMAGEM / ENFERMEIROS"
864,7644,13173,NULL,NULL,13173,"FERROVIÁRIOS"
864,7644,13174,NULL,NULL,13174,"FISIOTERAPEUTAS / TERAPEUTAS OCUPACIONAIS"
864,7644,13236,NULL,NULL,13236,"NUTRICIONISTAS"
864,7644,13238,NULL,NULL,13238,"OPERADOR DE TELEMARKETING"
